Type,Release Year,Purchase Amtount
Original,2017,12.55
New,2017,16.91
New,2020,39.04
New,2017,20.21
Original,2017,12.04
Original,2018,47.85
Original,2017,4.93
Original,2020,40.45
Original,2017,13.86
New,2017,24.01
New,2017,34.33
Original,2017,6.23
New,2018,22.58
Original,2017,18.09
Original,2018,19.11
Original,2017,13.04
Original,2017,45.99
New,2018,6.03
New,2018,0
Original,2017,15.86
Original,2017,47.31
New,2017,10.14
Original,2017,0
Original,2017,17.95
New,2018,19.34
Original,2018,32.98
Original,2018,18.38
New,2017,7.09
New,2018,0
New,2018,35.75
Original,2017,19.42
Original,2017,13.78
Original,2018,68.41
New,2018,43.82
New,2017,14.64
Original,2018,0
Original,2018,16.97
New,2017,34.79
Original,2017,10.2
New,2017,19.18
New,2017,20.56
New,2017,27.5
New,2018,53.44
New,2017,14.21
New,2018,20.26
New,2018,11.03
New,2017,20.61
New,2017,25.64
New,2017,27.77
Original,2017,16.48
Original,2017,8.4
Original,2017,17.11
New,2017,14.42
Original,2020,21.22
New,2017,12.12
New,2017,36.08
Original,2017,17.77
Original,2018,20.9
New,2017,20.88
Original,2018,7.53
Original,2018,15.76
New,2019,34.69
New,2017,16.16
Original,2017,20.63
New,2018,26.6
Original,2018,37.04
Original,2017,77.83
New,2017,11.04
Original,2017,36.21
New,2017,28.04
New,2018,11.27
Original,2018,36.99
Original,2018,46.97
Original,2018,47.99
New,2017,13.3
New,2017,8.18
New,2017,19.52
New,2017,5.04
Original,2018,18.19
Original,2019,43.99
Original,2017,24.1
Original,2018,48.22
New,2017,18.07
Original,2017,33.09
Original,2018,24.06
Original,2017,26.88
New,2018,16.28
Original,2017,37.18
Original,2017,24.84
Original,2017,6.8
New,2020,54.21
New,2018,0
New,2017,22.51
New,2017,30.88
New,2018,24.01
Original,2018,23
Original,2018,45.99
Original,2017,52.27
New,2018,8.81
Original,2018,29.98
Original,2017,36.44
New,2018,39.18
New,2018,0
Original,2018,68.86
Original,2017,62.34
Original,2018,45.95
New,2017,66.15
Original,2018,4
Original,2018,15.22
Original,2019,23.64
New,2017,16.72
Original,2017,8.94
New,2018,0
New,2017,43.44
New,2017,20.87
Original,2018,4.78
Original,2017,22.04
Original,2018,53.09
New,2017,18.33
Original,2017,0
Original,2018,0
New,2017,16.66
New,2017,14.95
New,2017,48.17
New,2017,9.61
Original,2017,43.29
New,2018,24.05
New,2019,20.13
Original,2017,62.69
Original,2018,22.87
New,2017,41.76
Original,2018,16.11
New,2019,0
Original,2017,29.49
Original,2017,7.16
Original,2018,54.21
Original,2017,63.74
New,2017,42.6
Original,2018,45.17
Original,2017,4
Original,2017,18.75
Original,2020,21.58
New,2018,9.64
Original,2020,12.49
Original,2017,48.43
New,2018,22.79
New,2018,68.74
Original,2018,4
New,2017,41.06
Original,2017,6.9
Original,2017,18.97
New,2018,0
Original,2020,33.5
Original,2018,17.99
Original,2018,49.34
Original,2017,7.94
New,2019,23.4
New,2017,13.01
Original,2017,8.14
Original,2017,5.15
New,2017,50.22
New,2020,46.78
New,2018,15.5
Original,2017,22.34
New,2018,4.53
Original,2017,0
Original,2017,29.64
New,2017,5.88
New,2017,10.46
New,2018,18.25
New,2017,33.96
New,2019,0
Original,2018,33.99
Original,2018,14.97
Original,2018,38.99
Original,2017,23.15
New,2017,29.68
New,2018,26.47
Original,2018,15.56
Original,2017,26.94
New,2017,50.87
Original,2018,0
Original,2017,26.56
New,2017,34.45
New,2018,53.92
Original,2017,17.78
New,2017,49.81
New,2017,0
New,2017,20.72
New,2017,14.78
New,2018,20.26
New,2017,23.55
New,2018,44.58
Original,2018,38.99
Original,2017,13.97
New,2017,4.62
Original,2020,13.98
Original,2017,27.9
New,2018,122.62
Original,2020,0
New,2018,36.28
Original,2018,13.67
New,2017,38.36
Original,2018,12.34
Original,2018,20.42
Original,2017,33.98
Original,2017,15.39
Original,2018,0
Original,2019,52.39
New,2017,7.49
New,2017,6.11
Original,2018,15.7
Original,2018,23.99
Original,2018,9.88
New,2017,45.49
New,2018,5.64
New,2017,4.61
New,2018,39.59
Original,2018,14.96
Original,2017,0
Original,2017,31.16
Original,2018,8.98
Original,2018,33.49
New,2018,28.75
Original,2017,16.39
Original,2017,10.44
New,2018,76.66
New,2017,58.7
Original,2018,4
New,2017,11.9
New,2018,20.69
Original,2017,10.3
New,2017,11.57
New,2017,32.09
Original,2018,4.46
New,2018,53.83
New,2018,14.95
New,2017,23.02
New,2018,42.38
Original,2017,25.95
Original,2017,33.23
New,2017,12.1
Original,2017,22.49
New,2018,12.11
New,2017,24.14
Original,2017,33.23
New,2018,43.65
Original,2017,33.98
New,2018,37.45
Original,2017,23.24
New,2020,13.47
Original,2017,12.54
New,2018,19.19
Original,2018,4
Original,2017,6.16
New,2017,24.51
New,2018,17.32
Original,2017,12.63
Original,2017,4
New,2018,36.09
Original,2017,24.12
Original,2017,0
Original,2017,32.94
Original,2017,44.39
New,2017,9.49
Original,2020,28.98
New,2017,26.03
Original,2017,24.69
New,2017,24.71
Original,2017,14.78
New,2018,42.55
New,2017,39.78
Original,2018,23.2
Original,2018,80.88
New,2018,77.06
New,2017,39.14
New,2018,18.43
New,2017,11.63
Original,2017,58.91
New,2020,43.83
Original,2018,17.46
New,2017,8.74
Original,2017,26.17
New,2018,29.49
New,2017,0
Original,2017,70.66
Original,2018,50.26
Original,2018,46.79
New,2018,22.02
New,2018,104.9
Original,2019,57.34
Original,2018,41.68
Original,2018,62.47
New,2017,0
Original,2017,37.46
Original,2017,0
Original,2019,53.99
Original,2017,98.6
New,2017,25.6
New,2017,13.62
Original,2018,7.99
New,2017,37.52
New,2018,12.81
Original,2018,0
Original,2017,23.92
Original,2017,4
Original,2017,40.53
Original,2017,28.98
Original,2018,13
Original,2017,19.79
New,2017,59.93
New,2020,37.7
Original,2018,18.72
Original,2017,7.44
New,2017,0
Original,2018,143.72
Original,2018,19.67
Original,2018,64.99
Original,2018,20.44
New,2017,18.83
Original,2018,0
Original,2018,21.98
New,2017,56.35
Original,2018,15.6
Original,2018,10.98
New,2020,0
Original,2018,20.09
New,2017,15.89
Original,2017,51.76
New,2017,36.91
Original,2017,27.48
Original,2017,56.99
Original,2017,0
Original,2017,9.5
New,2018,48.64
New,2017,15.99
Original,2017,23.77
Original,2017,27.09
Original,2018,12.84
New,2018,18.91
Original,2017,21.51
New,2018,12.56
Original,2018,35.34
Original,2017,20.93
New,2018,18.81
Original,2017,9.22
New,2018,54.29
New,2017,4.15
New,2017,0
Original,2018,25.52
New,2018,21.64
Original,2017,27.32
Original,2017,36.18
New,2018,38.79
New,2017,19.27
New,2018,52.62
Original,2017,0
New,2018,17.69
Original,2018,18.76
New,2018,18.92
New,2017,9.68
Original,2018,13.19
Original,2017,10.78
Original,2017,54.92
New,2017,24.97
Original,2017,33.98
Original,2017,0
Original,2017,14.18
New,2019,51.65
New,2018,34.37
New,2018,72.77
New,2017,66.56
Original,2018,18.19
Original,2018,48.54
New,2018,11.1
New,2017,4.99
Original,2017,60.2
New,2017,36.18
New,2018,35.74
Original,2018,33.23
Original,2018,153.83
New,2018,46.89
New,2020,41.89
New,2017,35.55
Original,2017,20.94
New,2018,27.96
New,2017,8.24
Original,2017,12.99
New,2018,24.7
New,2017,41.46
New,2018,57.66
Original,2017,28.54
New,2017,57.97
Original,2019,49.35
Original,2018,31.02
Original,2017,46.18
Original,2017,8.99
Original,2018,20.75
Original,2018,48.51
Original,2018,4
New,2017,6.71
New,2018,0
Original,2018,22.2
Original,2017,3.83
New,2018,9.41
Original,2018,8.49
Original,2018,4.78
Original,2017,73.99
New,2017,7.45
Original,2018,18.65
New,2017,15.85
New,2017,8.09
Original,2018,25.66
New,2017,80.46
New,2018,11.16
Original,2017,10.89
New,2018,21.14
New,2017,22.29
New,2018,21.18
Original,2017,4
Original,2017,28.93
New,2017,16.2
Original,2018,4.99
Original,2018,27.33
Original,2018,8.35
New,2017,0
New,2018,47.2
Original,2019,50.42
Original,2018,43.99
Original,2017,46.81
Original,2018,4
Original,2017,58.8
New,2018,14.37
New,2018,0
Original,2018,43.99
Original,2018,28.38
Original,2017,0
New,2018,24.61
New,2018,13.94
New,2018,22.41
Original,2018,41.69
New,2018,19.23
New,2020,17.34
Original,2020,34.56
New,2017,26.3
New,2018,24.32
Original,2018,40.98
Original,2018,51.07
New,2017,35.12
New,2017,44.14
New,2019,34.33
Original,2018,45.67
New,2018,23.21
Original,2019,0
New,2017,39.48
New,2018,8.51
New,2017,161.42
Original,2017,4
New,2018,20.63
Original,2018,17.31
New,2017,37.29
New,2018,0
New,2017,19.79
Original,2017,34.98
Original,2018,18.49
Original,2017,24.41
Original,2017,26.55
New,2017,6.96
New,2018,16.57
Original,2018,52.94
Original,2020,10.51
Original,2017,42.24
New,2018,37.75
Original,2018,19.94
Original,2018,17.73
New,2017,39.69
New,2017,33.79
Original,2018,38.99
New,2019,53.65
New,2018,14.39
New,2018,0
New,2017,10.15
New,2018,9.04
Original,2018,55.78
Original,2017,91.28
Original,2017,4.24
New,2017,20.34
New,2018,10.76
New,2018,48.76
Original,2018,15.94
New,2018,0
New,2018,32.95
Original,2017,49.96
New,2017,49.58
New,2017,22.23
New,2018,9.57
Original,2017,6.24
Original,2017,12.53
Original,2017,39.34
Original,2019,95.19
New,2018,8.95
New,2017,30.61
New,2018,10.33
Original,2019,37.56
Original,2018,34.06
Original,2017,18.99
New,2018,49.34
New,2017,4.55
New,2017,29.93
Original,2018,25.57
New,2018,9.15
Original,2017,12.41
New,2017,24.24
New,2017,43.35
Original,2018,16.89
Original,2018,34.9
New,2018,23.32
New,2017,37.34
Original,2018,61.91
New,2017,26.85
Original,2018,16.49
New,2017,16.81
Original,2017,9.6
New,2017,32.09
Original,2017,8.78
Original,2017,6.99
New,2018,7.69
Original,2017,19.39
Original,2018,40.63
New,2017,8.19
Original,2018,29.5
Original,2017,20.94
New,2018,15.91
New,2017,14.56
Original,2017,40.44
Original,2017,15.46
Original,2017,24.95
Original,2018,18.18
New,2018,31.17
New,2018,9.75
Original,2018,27.21
New,2017,29.32
Original,2018,51.84
Original,2017,15.61
New,2017,25.28
Original,2017,8.76
New,2018,7.83
New,2017,18.64
New,2018,20.69
New,2018,10.6
Original,2020,19.59
Original,2017,86.73
Original,2018,28
Original,2017,44.44
Original,2017,5.23
New,2017,4.28
New,2017,15.12
New,2017,0
New,2018,59.6
New,2017,59.62
Original,2017,46.57
Original,2018,24.88
Original,2017,73.98
New,2017,10.94
Original,2017,15.99
New,2018,14.08
New,2017,36.39
Original,2018,18.37
Original,2017,46.62
Original,2018,43.19
New,2017,64.64
New,2017,16.42
Original,2017,22.94
New,2017,4.91
Original,2018,0
New,2017,18.73
Original,2017,25.36
New,2018,0
New,2017,21.73
Original,2018,525.13
New,2020,9.97
Original,2018,9.26
Original,2018,0
New,2018,39.57
Original,2017,61.19
Original,2018,8.58
Original,2018,19.05
New,2017,0
New,2018,20.64
Original,2017,55.41
Original,2017,12.59
Original,2017,60.85
New,2018,29.54
New,2020,41.8
New,2018,17.03
Original,2017,26.37
Original,2017,30.58
New,2018,157.59
New,2017,16.15
Original,2017,46.72
Original,2018,5.52
Original,2017,32.67
New,2017,14.38
New,2018,36.22
Original,2017,20.88
New,2020,22.87
New,2017,52.73
New,2018,17.37
New,2017,13.03
Original,2018,16.59
New,2017,11.76
Original,2018,19.21
New,2017,29.38
Original,2018,36.94
New,2017,9.14
New,2020,39.19
Original,2019,28.99
New,2017,4.81
Original,2019,44.14
Original,2017,0
Original,2018,7.7
Original,2017,21.76
New,2017,49.3
New,2017,73.99
New,2020,127.74
Original,2017,18.19
New,2017,31.72
Original,2019,12.48
New,2017,8.97
Original,2017,18.99
Original,2017,27.14
Original,2017,31.04
New,2017,5.01
New,2018,122.55
New,2018,44.66
Original,2017,18.71
Original,2018,7.73
Original,2017,78.49
New,2018,0
New,2018,84.3
Original,2018,27.85
Original,2017,87.76
Original,2017,28.23
New,2018,17.54
New,2017,44.78
Original,2018,28.96
New,2018,42.1
New,2020,19.77
Original,2017,0
Original,2019,36.5
New,2017,60.32
New,2020,14.2
New,2018,0
New,2017,17.25
Original,2017,6.07
Original,2017,29.25
New,2017,7.18
New,2018,7.58
New,2018,18.71
Original,2018,7.95
Original,2017,28.99
Original,2018,61.49
New,2018,144.11
New,2020,17.09
Original,2018,48.17
New,2017,7.96
New,2017,22.48
Original,2018,22.89
Original,2018,19.94
New,2017,11.46
Original,2017,34.47
Original,2017,34.98
Original,2018,6.78
New,2018,25.28
New,2017,48.31
Original,2018,86.84
Original,2018,56.13
New,2017,13.42
Original,2017,103.99
Original,2018,40.66
Original,2018,20.88
New,2018,0
Original,2018,23.89
New,2018,28.46
Original,2017,13.43
New,2020,14.18
Original,2018,48.85
Original,2017,43.12
Original,2017,12.1
Original,2017,0
Original,2017,4.98
Original,2017,23.92
New,2017,36.61
Original,2017,31.15
Original,2017,30.28
New,2018,4.08
Original,2017,20.19
Original,2017,24.84
Original,2018,20.39
New,2018,18.56
Original,2017,51.97
New,2018,30.46
New,2018,50.91
New,2018,16.05
Original,2018,38.24
New,2018,13.05
Original,2017,38.75
Original,2018,19.96
New,2017,5.15
New,2018,20.67
New,2017,23.33
New,2018,21.54
Original,2018,40.64
Original,2018,59
New,2017,9.6
Original,2018,17.84
Original,2017,43.98
Original,2017,12.68
New,2017,17.02
New,2017,19.29
Original,2017,11.21
New,2017,9.51
Original,2020,29.52
New,2018,39.24
New,2017,11.5
Original,2019,0
New,2018,0
New,2018,16.12
New,2018,25.77
New,2018,27.41
New,2018,64.7
Original,2019,0
Original,2017,13.67
New,2017,47.77
New,2018,7.91
Original,2018,18.61
Original,2018,38.1
Original,2018,39.05
Original,2017,33.74
Original,2018,21.99
New,2017,11.79
Original,2017,7.02
New,2018,12.13
Original,2018,57.22
New,2018,6.61
New,2017,44.78
Original,2017,12.84
Original,2017,48.99
New,2019,48.87
Original,2018,21.43
Original,2019,0
New,2017,4.08
New,2017,46.33
Original,2017,29.29
Original,2018,17.52
New,2018,8.87
Original,2019,37.57
New,2018,17
Original,2018,21.32
New,2018,30.86
Original,2017,10.08
Original,2018,22.19
Original,2018,51.58
New,2017,32.76
New,2017,104.58
Original,2018,20.03
Original,2018,0
Original,2017,30.13
Original,2017,45.95
Original,2018,16.53
New,2018,26.15
Original,2017,37.89
Original,2017,78.59
New,2018,0
New,2018,9.34
Original,2017,20.14
Original,2017,28.83
Original,2017,0
Original,2019,46.33
Original,2018,5.98
New,2017,61.02
Original,2018,23.99
Original,2018,17.48
New,2017,5.2
New,2018,8.23
New,2017,20.2
New,2018,26.15
Original,2018,17.69
New,2017,9.27
Original,2017,29.97
New,2017,26.83
Original,2018,16.23
Original,2017,42.98
New,2017,34.69
Original,2017,45.77
Original,2017,35.77
Original,2018,26.94
New,2017,33.8
New,2018,0
Original,2018,41.07
Original,2018,24.1
New,2017,5.05
New,2017,46.73
New,2018,11.28
New,2018,24.6
Original,2018,35.99
Original,2017,20.23
New,2018,8.94
New,2018,52.16
Original,2017,14.6
Original,2018,7.9
Original,2018,59.35
Original,2017,10.44
Original,2017,11.5
New,2018,22.75
Original,2018,64.74
New,2018,88.79
Original,2017,4.71
New,2017,6.66
Original,2017,13.95
Original,2017,17.35
Original,2018,25.79
New,2017,22.04
Original,2018,51.58
New,2017,60.25
Original,2018,16.69
New,2020,28.6
New,2017,32.24
Original,2018,31.72
Original,2018,0
Original,2017,45.43
Original,2017,45.99
Original,2018,177.93
New,2017,0
New,2017,11.45
New,2018,16.43
New,2017,14.48
Original,2018,20.7
New,2018,14.68
New,2020,58.12
Original,2018,50.04
Original,2018,13.39
Original,2017,4
New,2019,21.13
Original,2017,59.4
Original,2018,64.7
Original,2017,10.21
New,2018,19.72
Original,2018,28.06
New,2018,26.93
Original,2017,31.44
Original,2017,51.18
New,2018,43.68
New,2018,62.91
Original,2018,4.97
Original,2017,38.04
New,2018,7.51
New,2020,37.87
New,2018,4.72
New,2018,36.38
Original,2017,20.61
Original,2018,28.99
Original,2017,12.81
New,2018,25.26
Original,2018,18.06
Original,2018,29.23
Original,2017,15.04
New,2018,19.84
New,2017,29.77
Original,2018,39.94
Original,2019,52.37
New,2018,0
Original,2018,34.98
Original,2018,41.93
New,2017,4.72
Original,2019,48.72
Original,2017,27.53
Original,2018,42.48
New,2018,27.53
New,2018,63.99
Original,2017,25.06
New,2017,38.14
New,2017,37
Original,2017,14.14
New,2018,17.2
Original,2017,8.41
New,2018,4.51
New,2018,19.68
Original,2018,0
Original,2018,21.49
Original,2018,19.96
New,2018,0
Original,2017,43.99
Original,2019,0
New,2018,35.17
Original,2018,19.83
Original,2017,28.74
New,2017,24.56
New,2018,52.61
New,2017,24.86
Original,2018,7.34
Original,2017,51.53
New,2017,19.89
New,2018,19.33
New,2018,0
New,2018,44.02
New,2018,37.01
New,2017,12.82
Original,2017,58.99
Original,2017,13.05
Original,2017,11.62
New,2019,25.43
New,2017,31.33
Original,2018,33.51
New,2018,20.97
New,2017,9.01
Original,2017,8.4
Original,2017,5.49
New,2017,8.95
Original,2017,48.99
New,2018,0
Original,2018,24
Original,2018,12.84
New,2019,30.83
Original,2017,33.18
Original,2017,44.76
Original,2018,0
Original,2017,43.98
Original,2017,8.12
New,2018,28.06
Original,2017,16.09
Original,2020,22.65
Original,2017,22.93
New,2017,4.39
Original,2017,0
Original,2017,26.88
Original,2018,34.52
New,2020,34.46
New,2018,24.2
New,2018,86.31
New,2017,26.45
New,2017,39.75
New,2018,103.73
Original,2020,32.99
New,2017,26.79
New,2017,44.16
Original,2017,52.09
New,2018,35.99
New,2020,30.57
Original,2017,20.6
New,2018,4.69
New,2017,14.68
New,2018,0
New,2018,15.63
New,2017,5.71
New,2018,62.5
New,2017,74.01
Original,2018,16.09
Original,2018,16.48
New,2017,0
Original,2019,31.26
New,2017,7.02
New,2017,13.77
New,2017,25.77
New,2017,31.29
New,2018,42.3
Original,2020,33.5
Original,2017,36.99
Original,2017,4
Original,2019,33.99
Original,2017,12.73
New,2017,41.12
New,2017,48.46
New,2018,16.81
New,2018,12.25
New,2018,27.9
Original,2017,9.27
New,2017,18.73
New,2017,0
New,2018,34.71
Original,2018,23.42
Original,2017,15.53
Original,2018,44.97
New,2017,11.54
New,2019,42.97
New,2017,0
Original,2017,26.02
Original,2017,46.81
New,2017,12.7
New,2017,31.27
Original,2018,4.65
Original,2018,16.49
New,2017,37.13
New,2017,16.34
Original,2017,40.48
New,2017,0
New,2017,20.44
New,2018,34.51
New,2018,24.42
Original,2018,14.04
Original,2018,0
Original,2017,33.94
Original,2018,16.17
Original,2018,110.39
