ID,Gender,Loyal,Age,Class,Flight distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
67624,Male,No,24,Business,1188,4,0,4,1,5,4,1,5,4,4,4,4,4,5,0,0,1
50392,Female,Yes,79,Business,3136,2,2,2,2,2,3,4,2,2,2,2,4,2,4,91,78,0
110605,Female,Yes,47,Business,1790,5,5,5,5,4,4,4,5,5,5,5,3,5,5,0,0,1
6279,Male,Yes,35,Business,3597,4,4,4,4,4,3,3,5,5,5,5,3,5,1,0,0,1
3716,Female,Yes,24,Eco,431,5,4,5,1,1,5,1,1,5,4,4,4,4,1,0,0,1
16644,Female,No,25,Eco,488,3,4,3,3,1,3,1,1,2,1,3,4,4,1,10,0,0
13871,Female,Yes,54,Eco,667,2,5,5,5,3,4,4,3,3,2,3,3,3,3,0,6,0
115132,Female,Yes,54,Business,1854,1,1,1,1,2,4,4,5,5,5,5,3,5,4,1,0,1
17558,Female,Yes,28,Eco,1034,4,5,5,5,4,4,4,4,1,5,1,3,1,4,10,0,1
103306,Female,No,20,Eco,1139,4,4,4,1,3,4,3,3,5,3,5,4,5,3,0,0,1
73266,Male,No,23,Business,1005,0,4,0,1,5,0,5,5,3,3,4,4,5,5,31,27,1
68994,Female,Yes,35,Business,2422,2,2,2,2,5,5,5,5,3,3,4,5,4,5,0,0,1
93308,Male,Yes,34,Business,1733,1,1,1,1,3,5,5,5,5,5,5,4,5,4,0,0,1
69020,Female,Yes,34,Business,1389,2,2,3,2,2,4,5,4,4,5,4,3,4,3,0,0,1
104790,Male,No,20,Eco,587,3,5,3,5,3,3,2,3,3,2,4,5,5,3,3,4,0
3826,Female,No,34,Eco,650,2,1,2,3,4,2,4,4,1,4,3,2,4,4,6,0,0
91,Female,No,32,Business,173,4,4,4,3,4,4,5,4,4,1,4,4,4,4,0,5,0
42266,Male,Yes,51,Eco,451,2,4,4,4,2,2,2,2,3,5,4,1,4,2,0,0,0
46874,Male,Yes,31,Business,964,2,2,2,2,5,5,5,5,1,5,3,3,1,5,0,0,1
92615,Male,Yes,57,Business,453,2,3,2,2,5,3,5,2,2,2,2,2,2,4,0,0,0
112480,Female,Yes,69,Eco,846,1,4,2,2,3,4,4,3,3,2,3,3,3,5,30,23,0
22867,Male,Yes,27,Eco,147,2,4,2,3,3,2,1,3,4,3,5,3,5,3,0,0,0
14754,Male,Yes,41,Eco,463,1,1,1,1,1,1,1,1,1,4,4,1,4,1,0,0,0
14829,Female,Yes,26,Eco,314,4,5,4,5,3,4,3,3,4,5,5,3,4,3,11,8,0
84337,Female,Yes,42,Business,3523,3,3,3,3,5,4,5,2,2,2,2,3,2,3,0,0,1
110191,Female,Yes,36,Eco,979,2,5,2,1,5,2,5,5,4,3,4,3,4,5,0,0,0
39820,Male,Yes,42,Business,1859,1,1,1,1,3,3,1,5,5,5,5,1,5,2,0,5,1
120554,Female,Yes,57,Eco,2176,4,1,1,1,2,4,4,4,4,4,4,4,4,1,17,12,0
41343,Female,Yes,38,Eco Plus,289,4,1,4,4,4,4,4,4,4,5,2,1,4,4,15,0,1
78042,Female,Yes,12,Eco,332,3,4,3,4,2,3,2,2,3,4,4,3,5,2,0,0,0
71720,Male,Yes,29,Business,2566,1,1,1,1,5,5,5,5,3,5,5,5,4,5,1,0,1
106922,Male,Yes,64,Eco,1259,4,5,4,2,2,4,2,2,4,5,3,4,4,2,20,5,1
90587,Male,Yes,46,Business,406,3,3,1,3,4,5,5,5,5,5,5,5,5,5,0,0,1
52377,Female,Yes,23,Eco,237,4,4,4,3,4,4,2,4,4,5,5,4,4,4,0,13,0
114930,Female,No,22,Eco,417,3,2,3,4,2,3,2,2,3,1,4,4,3,2,1,0,0
51053,Female,Yes,47,Eco,109,1,4,1,2,5,4,5,3,3,1,5,3,3,5,0,0,0
44830,Female,Yes,25,Eco,462,2,4,2,2,4,2,4,4,4,5,4,2,1,4,20,27,0
104503,Female,No,29,Business,1609,4,4,4,4,4,4,4,4,3,5,5,4,5,4,0,5,1
65100,Female,Yes,26,Eco,190,3,4,0,1,5,0,5,5,4,2,4,3,5,5,6,0,0
97147,Female,No,21,Eco,1476,4,4,4,2,4,4,3,4,5,2,4,2,2,4,6,4,0
17138,Male,Yes,46,Business,455,2,2,2,2,1,4,5,5,5,5,5,3,5,2,0,0,1
119922,Female,Yes,58,Business,1507,2,2,2,2,4,5,4,5,5,5,5,3,5,4,3,6,1
39558,Male,No,24,Eco,620,5,0,5,2,4,5,5,4,5,5,4,5,5,4,0,0,1
51378,Female,Yes,60,Eco Plus,337,3,4,3,3,4,5,4,2,2,3,2,4,2,3,0,0,0
129391,Female,Yes,47,Business,2552,2,2,2,2,2,4,5,4,4,4,4,5,4,4,1,1,1
42558,Female,Yes,36,Business,622,4,5,4,4,3,1,4,5,5,4,5,2,5,3,4,4,1
46394,Male,Yes,17,Eco,911,2,4,2,4,2,2,2,2,5,5,5,1,4,2,56,56,0
11728,Male,Yes,59,Business,3462,5,5,5,5,4,4,5,3,3,3,3,4,3,3,0,0,1
127466,Female,No,31,Eco,850,2,3,3,4,5,2,5,5,2,3,2,2,3,5,0,0,0
82143,Male,Yes,55,Business,2360,3,3,5,3,5,5,5,5,5,5,5,3,5,5,0,0,1
120823,Male,Yes,51,Eco,666,2,4,2,2,5,2,5,5,4,2,5,3,5,5,15,31,0
122545,Male,Yes,55,Business,3068,5,5,5,5,4,4,5,5,5,5,5,4,5,5,1,0,1
48950,Female,Yes,42,Eco,308,5,3,3,3,3,2,3,5,5,5,5,1,5,1,0,0,1
123469,Male,Yes,56,Business,2125,5,5,5,5,2,4,5,2,2,2,2,5,2,3,0,0,1
42838,Male,Yes,33,Eco,328,4,1,1,1,5,5,5,5,1,5,1,5,3,5,0,0,1
112528,Female,Yes,18,Eco,862,2,4,2,4,1,2,1,1,5,3,4,5,5,1,9,1,0
38637,Male,Yes,30,Business,2611,3,3,2,3,4,4,4,4,5,3,4,3,4,4,11,0,1
96359,Female,Yes,44,Eco Plus,1609,1,1,1,3,4,2,3,4,4,1,4,3,4,1,18,0,0
53098,Male,Yes,58,Business,1628,1,3,3,3,5,3,3,1,1,1,1,4,1,2,0,11,0
33072,Female,Yes,47,Eco,163,3,1,3,2,3,2,3,4,4,3,4,4,4,2,0,0,0
109768,Female,Yes,39,Business,2578,2,2,2,2,4,4,4,2,2,2,2,3,2,3,0,0,1
87002,Female,Yes,38,Eco,907,4,5,3,1,1,3,1,1,5,3,5,4,4,1,17,5,1
127977,Male,No,28,Business,1149,4,3,3,3,5,3,5,5,3,5,5,5,4,5,68,55,1
80650,Male,Yes,45,Business,821,5,5,5,5,2,4,5,4,4,4,4,5,4,3,0,0,1
65547,Female,Yes,49,Business,2808,4,4,4,4,3,5,5,4,4,4,4,5,4,4,28,19,1
2429,Male,Yes,41,Eco,604,3,4,3,4,1,3,1,1,3,2,5,4,4,1,12,12,0
101210,Male,Yes,65,Eco,1235,1,5,1,2,2,1,2,2,5,4,4,5,4,2,7,0,0
93624,Male,No,24,Eco,177,5,0,4,5,1,4,1,1,1,1,3,5,5,1,0,0,1
61268,Female,Yes,34,Eco,853,3,4,3,4,2,3,1,2,5,5,4,5,4,2,0,2,0
126151,Female,Yes,49,Business,2536,3,4,4,4,2,3,4,3,3,3,3,1,3,4,0,0,0
56293,Female,Yes,37,Eco,2227,3,5,3,2,4,3,4,4,3,5,4,5,5,4,0,0,0
38497,Female,Yes,39,Eco,2475,5,2,4,2,5,5,5,5,5,3,5,5,2,5,14,0,1
2282,Female,No,25,Eco,672,2,2,2,4,1,2,1,1,1,3,4,1,3,1,44,40,0
16888,Male,No,25,Eco,746,1,1,1,4,2,1,2,2,4,5,4,4,3,2,0,0,0
97468,Male,Yes,14,Eco,822,2,1,2,1,2,3,2,2,1,4,3,1,4,2,26,13,0
28198,Male,Yes,25,Eco,834,3,1,3,3,2,3,2,2,4,5,4,2,3,2,0,0,0
92674,Male,Yes,48,Business,507,5,5,5,5,3,5,4,5,5,5,5,3,5,5,0,4,1
26777,Male,Yes,26,Business,3232,1,1,1,1,3,4,3,3,3,5,1,2,5,3,5,0,1
60659,Male,Yes,30,Eco,1620,4,4,4,1,4,4,3,4,5,5,4,5,4,4,0,0,0
42238,Male,Yes,30,Business,3775,2,2,2,2,2,2,2,2,4,1,4,2,5,2,0,0,1
109274,Female,Yes,33,Eco Plus,793,2,3,1,3,2,2,2,2,3,5,3,3,3,2,22,18,0
113401,Female,No,22,Eco,223,3,4,4,2,1,4,1,1,3,3,5,4,4,1,0,2,0
80026,Female,Yes,40,Eco,1076,3,1,4,3,2,4,1,2,3,5,3,1,4,2,20,13,0
13410,Female,No,35,Eco,409,1,0,1,2,5,1,4,5,1,3,4,3,4,5,109,108,0
57631,Female,No,48,Business,200,4,4,4,2,4,4,3,4,3,3,4,5,4,4,3,2,1
124795,Female,Yes,61,Business,280,1,3,3,3,2,4,3,1,1,1,1,4,1,2,9,45,0
66292,Female,Yes,52,Business,852,5,5,5,5,3,4,4,4,4,4,4,4,4,5,32,23,1
72214,Male,No,37,Business,919,5,5,5,2,2,5,2,2,3,5,5,5,5,2,0,0,1
106091,Female,No,35,Business,302,4,4,4,3,5,4,5,5,3,4,5,5,5,5,0,0,0
114659,Female,Yes,50,Business,1703,0,0,0,2,5,5,4,2,2,2,5,4,2,4,5,0,1
65850,Female,Yes,47,Eco,991,3,2,2,2,2,4,4,3,3,3,3,3,3,3,19,2,0
61519,Female,Yes,8,Eco,2288,2,2,2,4,2,2,2,2,3,2,4,1,4,2,0,0,0
126112,Male,Yes,44,Eco,507,1,0,0,4,1,1,1,1,3,2,4,1,4,1,0,0,0
18250,Female,Yes,56,Eco,235,3,5,3,4,5,4,3,1,1,3,1,5,1,5,105,96,0
82551,Male,No,37,Business,528,4,4,4,5,4,4,4,4,5,4,4,3,5,4,0,16,1
5882,Male,Yes,51,Eco,212,3,5,5,5,3,3,3,3,1,3,3,4,3,3,25,25,0
118580,Female,Yes,42,Business,370,3,3,3,3,4,5,4,4,4,4,4,4,4,5,24,22,1
115674,Female,Yes,43,Business,2949,1,3,3,3,5,3,3,1,1,1,1,3,1,4,41,31,0
62060,Female,Yes,26,Eco,2586,2,1,2,2,1,2,1,1,1,2,1,3,2,1,6,0,0
119386,Male,Yes,53,Business,2712,2,2,2,2,3,5,4,4,4,4,4,4,4,3,1,0,1
25797,Female,Yes,59,Eco,762,3,5,3,1,2,4,4,4,4,3,4,3,4,5,0,2,0
119970,Female,Yes,51,Eco,868,3,4,3,3,5,1,1,3,3,3,3,2,3,5,0,0,0
124577,Female,Yes,33,Business,3200,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,0,1
100031,Female,No,58,Business,277,4,4,4,3,5,4,1,5,4,5,4,5,4,5,0,0,1
6951,Female,Yes,9,Eco,501,3,4,3,1,5,3,5,5,4,5,4,5,5,5,15,14,0
16675,Female,Yes,32,Eco,488,3,1,2,3,5,2,5,5,3,3,2,2,4,5,0,0,0
114013,Male,Yes,35,Eco,1844,2,4,2,4,1,2,1,1,3,2,3,3,5,1,29,11,0
25422,Male,Yes,60,Eco Plus,990,4,5,4,2,2,4,2,2,3,2,5,3,4,2,0,0,0
82801,Male,No,40,Business,235,3,3,3,2,3,3,4,3,3,2,5,3,4,3,0,7,0
128427,Male,Yes,48,Business,3446,2,4,4,4,5,4,4,2,2,2,2,2,2,1,0,0,0
13641,Male,Yes,58,Eco,835,4,4,4,4,5,4,5,5,4,5,4,4,4,5,48,51,0
44877,Male,Yes,54,Eco,296,1,5,5,1,5,5,5,5,4,4,5,3,5,5,0,0,0
72679,Female,Yes,20,Eco,964,3,5,3,4,4,3,4,4,3,3,5,3,4,4,0,0,0
51666,Female,Yes,41,Business,3970,1,3,3,3,5,2,2,1,1,2,1,3,1,4,0,6,0
100982,Male,Yes,36,Business,1669,5,5,1,5,2,1,2,2,2,2,2,1,2,5,0,0,1
33126,Male,Yes,30,Eco,163,3,5,3,5,5,3,5,5,2,1,2,5,2,5,0,2,0
49791,Male,Yes,34,Business,1684,4,4,4,4,1,2,4,3,3,3,3,5,3,4,0,10,1
88323,Male,No,21,Eco,594,3,3,3,3,5,3,5,5,4,5,2,3,2,5,0,0,0
7688,Female,No,37,Eco,204,3,0,3,4,4,3,4,4,2,1,3,4,5,4,0,0,0
67292,Female,Yes,50,Business,2041,5,5,5,5,4,4,5,5,5,5,5,5,5,3,0,0,1
54423,Female,Yes,26,Eco,305,1,4,1,3,1,1,1,1,5,5,5,5,4,1,0,0,0
81771,Female,Yes,51,Business,1416,2,2,2,2,2,3,3,2,2,2,2,3,2,2,0,0,0
49591,Male,Yes,38,Business,2734,4,4,4,4,4,3,1,4,4,4,4,2,4,1,0,4,1
40819,Male,Yes,28,Business,3414,2,2,2,2,2,2,2,2,4,5,4,4,4,2,0,0,0
106511,Female,Yes,58,Business,2113,5,5,5,5,4,5,4,4,4,4,4,4,4,3,28,22,1
52300,Male,Yes,62,Business,261,1,5,5,5,5,3,3,1,1,1,1,2,1,2,0,0,0
15505,Male,Yes,8,Eco,331,4,3,4,3,2,4,2,2,1,1,3,5,1,2,1,0,0
121029,Female,Yes,46,Eco,1013,2,2,2,3,5,3,3,2,2,2,2,4,2,1,3,0,0
56686,Male,Yes,66,Eco,997,1,3,1,2,3,1,5,3,2,4,3,3,3,3,7,0,0
78210,Female,Yes,11,Eco,259,1,4,0,2,5,0,5,5,4,4,3,3,2,5,0,32,0
22590,Male,No,37,Business,223,3,3,3,3,5,3,5,5,1,2,4,4,4,5,0,0,0
55108,Female,Yes,20,Eco,1303,2,4,1,3,3,1,3,3,2,4,3,1,4,3,6,7,0
27373,Female,No,31,Eco,978,2,2,2,3,5,2,5,5,5,3,2,2,2,5,0,0,0
107946,Female,Yes,67,Eco,611,3,3,2,3,2,3,2,4,4,2,5,5,4,1,21,34,0
43015,Female,No,24,Eco,236,3,0,3,1,2,3,5,2,3,5,5,3,4,2,0,2,0
24,Male,Yes,77,Eco Plus,821,4,5,5,5,4,4,4,4,4,5,3,1,2,4,0,0,0
4338,Female,No,20,Eco,473,4,2,4,3,3,4,3,3,2,2,3,4,4,3,0,0,0
44618,Female,Yes,35,Eco Plus,566,1,3,3,3,1,1,1,1,4,2,3,1,4,1,90,78,0
63271,Male,Yes,33,Business,447,2,2,2,2,5,5,5,5,3,4,5,5,4,5,0,0,1
61849,Male,No,22,Eco Plus,1346,5,0,5,3,1,5,1,1,3,5,4,4,5,1,0,0,1
76909,Female,Yes,43,Eco,630,2,2,2,2,3,3,3,2,2,2,2,4,2,3,1,13,0
46795,Female,Yes,51,Business,2884,4,1,1,1,2,2,2,4,4,4,4,2,4,3,0,15,0
120641,Female,No,23,Eco,280,4,4,4,5,2,4,2,2,3,4,5,3,4,2,3,2,1
125483,Female,Yes,50,Eco,2845,3,0,3,4,1,3,2,3,3,3,5,3,3,3,110,75,0
120906,Male,No,20,Eco,920,2,2,2,5,1,2,1,1,5,4,5,4,4,1,0,0,0
53164,Male,Yes,54,Business,612,3,3,3,3,5,2,3,5,5,5,5,4,5,3,8,0,1
2758,Female,Yes,30,Eco Plus,772,2,1,1,1,2,2,2,2,2,5,3,3,3,2,0,0,0
54852,Female,Yes,33,Business,3456,1,2,2,2,5,3,3,1,1,1,1,2,1,4,14,14,0
7257,Female,Yes,45,Eco,135,3,2,3,3,3,3,4,5,5,3,5,3,5,1,41,33,0
93761,Male,Yes,17,Eco,368,3,5,3,2,3,3,3,3,1,3,4,4,1,3,0,0,0
41519,Male,Yes,49,Eco,1482,5,3,5,3,5,5,5,5,5,5,1,4,1,5,0,0,1
100356,Female,Yes,22,Eco,1011,3,5,3,1,4,3,4,4,1,1,4,3,3,4,18,31,0
57005,Male,Yes,18,Eco,2454,3,4,3,4,3,4,4,5,4,3,5,4,4,4,0,0,0
68227,Male,Yes,36,Eco,432,1,1,2,1,1,2,1,1,2,2,4,4,4,1,2,6,0
121288,Female,Yes,19,Eco,2282,2,2,2,3,5,2,5,5,3,3,3,4,2,5,0,0,0
83731,Female,Yes,14,Eco,1027,4,1,4,3,2,4,4,2,3,5,3,1,3,2,0,3,1
99870,Female,Yes,31,Eco Plus,587,4,2,2,2,4,3,4,4,3,4,3,1,3,4,0,0,0
48624,Female,Yes,51,Eco Plus,819,3,3,3,5,4,3,4,4,4,3,3,2,4,4,0,0,0
3912,Male,Yes,15,Eco,213,2,5,2,4,5,2,5,5,4,4,4,3,5,5,0,29,0
77892,Male,Yes,22,Business,2629,5,5,2,5,1,2,1,1,4,2,5,4,5,1,0,15,1
110895,Female,No,46,Eco,406,3,0,4,3,5,4,5,5,1,5,4,2,4,5,0,17,0
27640,Female,No,37,Eco Plus,554,1,1,1,4,3,1,3,3,1,5,4,3,4,3,0,6,0
105229,Female,No,23,Eco,377,2,4,2,4,2,2,2,2,4,2,5,4,5,2,0,0,0
60331,Male,Yes,38,Business,3422,2,5,5,5,4,3,4,2,2,2,2,2,2,2,0,10,0
65133,Male,Yes,42,Eco,190,2,3,0,3,2,0,2,2,2,1,4,2,4,2,0,0,0
113829,Female,Yes,22,Eco Plus,197,3,4,0,3,1,0,1,1,3,3,4,4,4,1,4,35,0
94868,Male,No,20,Eco,323,2,2,2,4,5,2,3,5,4,5,3,1,3,5,0,1,0
47741,Male,Yes,9,Business,451,3,2,3,4,2,3,5,2,2,2,3,1,4,2,9,10,0
83845,Female,Yes,35,Eco,425,2,0,2,1,1,2,1,1,5,3,5,3,5,1,27,18,0
106718,Male,Yes,42,Business,3981,2,2,2,2,3,5,5,4,4,4,4,3,4,3,41,49,1
55706,Male,Yes,48,Eco,895,2,1,2,2,4,2,4,4,2,5,3,4,3,4,0,37,0
79667,Female,Yes,38,Eco,762,4,4,4,3,5,4,5,5,4,4,5,3,4,5,24,1,1
4824,Male,No,38,Business,408,4,4,4,3,1,4,2,1,3,2,5,5,5,1,0,0,0
59715,Male,Yes,54,Business,3950,4,4,4,4,3,4,5,4,4,4,4,4,4,5,20,28,1
123463,Male,Yes,40,Business,2077,2,2,2,2,3,4,4,4,4,4,4,4,4,4,0,0,1
69446,Female,Yes,56,Eco,1096,2,4,2,4,1,2,1,2,2,2,4,5,2,2,0,0,0
87640,Male,Yes,51,Business,1550,4,4,4,4,3,4,4,2,2,2,2,4,2,5,0,0,1
61012,Male,Yes,45,Business,3365,4,4,4,4,4,4,4,5,4,5,4,4,3,4,0,34,1
55591,Male,No,42,Business,419,2,2,2,5,4,2,4,4,3,5,5,3,5,4,0,0,0
93632,Male,Yes,35,Eco,577,3,5,3,3,3,3,3,3,5,5,4,3,4,3,0,0,0
13046,Female,Yes,32,Eco,438,2,5,2,3,4,2,4,4,5,4,5,3,5,4,0,0,0
20500,Female,Yes,27,Eco,139,3,5,0,3,4,0,2,4,3,4,5,4,5,4,0,0,0
1327,Female,Yes,59,Business,3994,0,4,0,5,2,2,3,5,4,5,5,3,3,3,146,142,1
77535,Male,Yes,39,Business,986,2,2,2,2,2,5,5,4,4,4,4,5,4,4,0,0,1
54733,Male,Yes,33,Eco,854,4,4,4,5,3,4,3,3,3,2,4,4,4,3,6,0,0
113108,Female,Yes,70,Eco,569,2,5,2,1,4,4,4,3,3,2,3,3,3,4,0,0,0
27827,Male,Yes,48,Eco,509,2,1,1,1,2,2,2,2,4,3,3,3,4,2,0,11,0
120173,Male,Yes,15,Eco,335,1,4,1,4,4,1,4,4,3,2,5,4,4,4,5,5,0
115330,Male,No,36,Business,325,3,3,3,2,4,3,4,4,3,4,4,5,5,4,0,0,0
107236,Male,Yes,19,Eco,583,2,3,2,3,1,2,1,1,4,1,3,3,4,1,89,79,0
7015,Female,Yes,42,Eco,299,1,4,1,2,5,4,5,1,1,1,1,3,1,5,0,0,0
71567,Female,Yes,50,Business,3710,4,4,4,4,3,4,3,4,4,4,4,1,4,4,0,0,0
70907,Male,Yes,56,Eco,1721,2,5,2,1,2,2,2,2,4,5,4,4,4,2,17,30,0
27316,Female,Yes,24,Business,671,5,5,5,5,5,5,5,5,5,5,2,2,2,5,0,0,1
92839,Male,Yes,39,Eco,1587,4,5,4,3,4,4,3,4,3,4,5,3,5,4,0,0,0
88230,Female,Yes,52,Business,1965,1,1,1,1,3,4,5,5,5,5,5,3,5,5,0,0,1
116698,Male,Yes,70,Eco Plus,325,4,3,4,4,3,4,3,3,4,5,3,2,3,3,21,19,0
104276,Female,Yes,49,Business,1643,3,3,3,3,1,3,3,3,3,3,3,2,3,3,18,34,0
119818,Male,Yes,32,Eco,912,4,1,2,2,4,4,4,4,1,1,3,1,3,4,3,0,0
64685,Male,No,41,Business,354,1,1,1,2,1,1,1,1,3,3,4,4,4,1,0,0,0
84149,Male,Yes,54,Business,1355,4,4,4,4,5,4,5,5,5,5,5,5,5,5,46,53,1
11309,Female,Yes,46,Eco,247,2,3,2,4,4,1,5,2,2,2,1,4,2,3,0,5,0
124175,Male,Yes,21,Eco Plus,2133,1,1,1,1,1,1,2,1,3,3,4,3,4,1,0,0,0
99555,Female,Yes,27,Business,3693,3,3,3,3,3,3,3,3,1,2,4,2,4,3,0,14,0
39236,Female,No,85,Business,67,4,4,4,3,4,4,4,2,1,5,4,4,4,4,0,0,1
20759,Female,Yes,26,Business,515,4,4,4,4,5,5,5,5,4,4,5,3,4,5,0,0,1
126775,Female,No,16,Eco,757,4,4,4,4,1,4,1,1,2,5,5,5,5,1,0,0,1
71339,Male,Yes,37,Eco,1514,3,1,3,3,5,3,5,5,4,5,4,3,4,5,11,0,0
104217,Female,Yes,45,Eco,680,2,2,5,5,1,3,4,2,2,2,2,2,2,2,46,47,0
91504,Male,Yes,39,Business,1620,2,2,2,2,5,5,4,5,5,5,5,4,5,3,0,0,1
73475,Male,Yes,7,Eco,1120,1,4,1,3,3,1,3,3,5,1,4,3,1,3,130,119,0
24538,Female,Yes,43,Eco,874,5,2,2,2,1,3,3,5,5,5,5,1,5,4,0,0,1
32035,Male,No,24,Eco,101,3,0,3,4,5,3,5,5,3,3,1,4,5,5,0,0,0
48175,Male,Yes,43,Business,1556,3,3,3,3,4,3,4,2,5,4,5,4,3,4,140,125,1
115921,Male,Yes,36,Business,342,0,0,0,5,4,4,1,3,3,3,3,1,3,4,0,0,1
48072,Female,Yes,52,Business,3424,1,1,1,1,5,5,4,4,4,4,5,4,4,3,21,45,1
25374,Male,Yes,42,Eco,591,5,5,5,5,5,5,5,5,3,1,3,5,2,5,0,0,1
24786,Female,Yes,58,Eco,528,3,4,3,1,5,4,4,4,4,3,1,5,4,3,0,0,0
50620,Male,Yes,51,Eco,134,0,1,0,4,5,0,5,5,1,5,3,1,3,5,2,12,1
78033,Female,Yes,45,Eco,214,5,0,0,1,3,5,4,5,5,0,4,3,5,4,0,0,1
77976,Male,Yes,36,Business,1965,3,4,4,4,5,2,3,2,2,2,3,1,2,4,0,0,0
109173,Male,No,23,Business,616,0,3,0,1,3,0,3,3,3,5,5,5,5,3,5,0,1
56384,Male,Yes,40,Eco Plus,200,5,2,0,4,1,0,1,1,4,5,3,3,3,1,0,0,1
52043,Male,Yes,36,Business,1613,4,4,4,4,1,2,2,5,5,5,5,2,5,4,108,99,1
85345,Female,No,26,Eco Plus,874,3,3,3,3,2,3,2,2,4,4,2,4,3,2,0,0,0
38939,Male,Yes,61,Eco,205,4,1,4,2,3,4,3,3,2,1,2,3,3,3,3,11,0
108643,Male,Yes,27,Eco,528,2,5,2,1,2,2,4,2,3,3,4,4,5,2,47,22,0
112703,Male,No,26,Business,723,3,3,3,2,5,3,5,5,3,5,4,5,5,5,8,0,0
115161,Male,Yes,54,Business,3106,4,4,4,4,3,4,4,5,5,5,5,3,5,4,0,0,1
116570,Female,No,34,Business,390,3,3,3,3,4,3,4,4,4,5,4,4,5,4,0,0,0
62503,Male,Yes,55,Business,1744,2,2,4,2,5,4,4,4,4,4,4,4,4,5,0,11,1
86207,Female,Yes,41,Business,226,3,1,1,1,3,4,4,3,3,3,3,4,3,3,0,0,0
105328,Female,Yes,48,Business,528,1,1,1,1,4,5,5,4,4,5,4,4,4,4,53,48,1
78971,Male,Yes,49,Business,2751,1,1,1,1,4,4,4,3,3,4,3,4,3,5,0,0,1
96040,Male,Yes,25,Business,1069,2,2,2,2,2,2,2,2,4,5,3,4,4,2,0,0,0
20388,Female,Yes,30,Business,2421,2,2,2,2,4,4,4,4,4,1,4,3,3,4,0,0,1
4144,Male,Yes,39,Business,431,2,2,2,2,5,5,4,4,4,4,4,4,4,3,0,0,1
37448,Male,Yes,54,Business,944,5,5,5,5,4,4,4,1,1,5,5,4,3,4,221,206,1
80529,Male,Yes,37,Business,1678,1,1,2,1,2,4,5,4,4,4,4,5,4,3,0,0,1
86671,Female,Yes,58,Eco Plus,746,3,5,3,3,3,4,4,2,2,3,2,3,2,5,0,0,0
104479,Male,Yes,36,Eco,1671,4,4,4,1,3,4,3,3,4,4,2,4,4,3,12,23,0
58337,Female,Yes,70,Business,2113,4,4,4,4,3,4,4,5,5,5,5,4,5,3,0,0,1
75658,Female,Yes,36,Eco,304,5,5,5,4,4,5,4,4,3,4,4,4,4,4,0,0,1
5501,Male,Yes,23,Business,548,4,4,4,4,5,5,5,5,2,4,5,3,3,5,0,0,1
128429,Male,No,61,Eco,304,2,1,2,3,3,2,3,3,2,5,3,3,4,3,2,0,0
72527,Female,No,12,Eco,1017,3,3,3,3,5,3,5,5,2,1,4,3,3,5,0,0,0
47500,Male,Yes,7,Eco,588,1,4,2,2,3,2,3,3,4,3,5,4,5,3,0,0,0
59761,Female,Yes,58,Business,1614,3,3,3,3,2,4,4,3,3,3,3,3,3,5,21,13,1
60566,Female,Yes,20,Eco Plus,862,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,0,0
12900,Male,Yes,42,Eco,674,1,2,2,2,1,1,1,1,2,2,4,4,3,1,0,5,0
50344,Male,No,25,Eco,337,2,0,2,1,3,2,3,3,1,3,2,1,4,3,0,0,0
106104,Female,No,26,Business,436,4,3,3,2,4,3,4,4,5,4,5,4,5,4,0,0,1
31898,Male,Yes,38,Business,2762,5,5,5,5,5,5,3,4,4,4,4,5,4,1,0,0,1
125131,Female,Yes,7,Eco,361,1,5,4,2,4,4,4,4,3,3,4,3,5,4,17,13,0
112375,Male,No,29,Business,957,2,2,2,1,1,2,2,1,3,4,4,4,4,1,0,20,0
47985,Male,Yes,47,Eco,817,4,1,4,4,2,4,4,2,4,5,4,3,4,2,0,0,0
35280,Male,No,23,Eco,1010,3,3,3,5,4,3,4,4,4,2,4,4,3,4,75,103,0
702,Female,Yes,34,Business,158,4,4,4,4,3,5,4,5,5,5,4,4,5,4,6,0,1
88510,Male,Yes,38,Eco,404,3,4,4,4,3,4,3,3,2,5,5,2,1,3,1,14,1
22583,Female,No,24,Eco,223,3,1,3,4,5,3,5,5,3,4,4,3,4,5,1,7,0
59524,Male,Yes,42,Business,3759,1,1,1,1,5,5,5,5,5,5,5,4,5,5,4,7,1
5436,Female,Yes,51,Business,265,2,2,5,2,4,5,4,5,5,5,5,4,5,3,0,0,1
128779,Female,No,25,Business,2248,3,0,3,1,3,1,1,3,2,5,5,1,3,1,28,55,0
127412,Male,Yes,64,Eco,868,5,4,5,4,3,5,3,3,3,3,3,2,3,3,0,0,1
110366,Male,Yes,58,Business,2033,4,2,2,2,3,1,1,4,4,4,4,2,4,1,1,0,0
104779,Female,Yes,7,Business,587,4,4,4,3,2,4,4,2,4,2,4,5,5,2,73,98,0
63511,Male,No,22,Business,1009,4,0,4,3,2,4,2,2,4,3,5,4,4,2,50,34,1
